M_axial force,M_BM_X,M_BM_Y,M_Torosion_z,M_Channel1,M_channel2,M_spindlepow,M_spindlecurr,SK1,SK2,SK3,SK4,SK5,SK6,SK7,SK8,SD_AXIAL,SD_bm_X,Sd_bm_y,sd_torsion,sd_ch1,sd_ch2,sd_sppow,sd_spcurre,K_axialforce,k_bm_x,k_bm_y,k_torsion,k_ch1,k_ch2,k_sppow,k_spcurre,target
274.8464073,0.063474807,-3.713985357,5.442576,1.899235667,2.269556667,2.176685,-1.629914333,-0.045402632,-0.463454656,-1.024707701,-0.200227949,-0.099473045,-0.088391899,0.090463871,-0.252889024,-0.153794193,0.10868355,0.690246841,-0.71308185,-1.52120569,-1.524623693,-1.139822851,-1.21363431,179.3771537,2.214535958,15.33231136,16.19916513,5.228313016,5.3491896,0.225556323,0.123712189,normal
281.0190027,0.106361153,-3.603267333,3.159725033,1.916034667,2.269583333,2.233069,-1.223997667,-0.079496024,-0.411077025,-0.932565091,-0.127264381,-0.052637393,-0.04061676,0.022177238,0.091655042,0.107642943,-0.161373902,0.846940527,-0.697946961,-1.473209989,-1.483802089,-1.841242838,-1.432313089,184.2904695,2.172048689,13.55588968,16.31214197,5.229544152,5.361252425,0.222649721,0.627273971,normal
278.769992,0.20285743,-7.699967377,3.6804113,1.623395667,1.970458,2.048346,-0.732979,0.011340835,-0.414321225,-0.639832551,-0.140800321,0.131266927,0.147490628,0.574518073,-0.957539225,-0.400049607,-0.090259295,-0.32131218,-1.028034267,-1.254517601,-1.264994677,-0.405570184,-0.407408406,188.7187634,2.168549899,16.31754791,17.80357385,5.413616457,5.548675558,0.072375697,0.16358263,normal
291.0192513,0.18698832,-2.875568737,3.5270146,1.918464667,2.283989333,1.969166667,-0.712146,-0.139798642,-0.513710084,-1.096805955,-0.070635305,0.126258915,0.146869546,0.803423595,-0.400552787,0.113035856,0.364990687,1.203671573,-0.761411379,-1.021474886,-1.035962248,0.448363576,-1.08049169,181.9141987,1.970669416,13.8544957,16.31127231,5.694847348,5.853927358,0.051567813,0.126697748,normal
283.8420767,0.092208693,-3.66297426,5.4128851,1.828455333,2.207547333,1.982193,-0.791821333,-0.277946773,-0.595029924,-1.013765446,-0.211564885,0.122210209,0.149382006,0.513969822,0.013759276,0.122683538,0.582133934,0.522257282,-0.90633535,-0.753728012,-0.778423254,0.61667538,-1.630135852,178.6786434,2.051438347,15.13068613,16.73717586,4.863072813,5.019066643,0.053724734,0.180769802,normal
231.6864187,0.824725583,-3.601383757,8.235068,1.989222333,2.343795,2.045979,-0.798861333,-0.057015411,-0.510394698,-0.313749816,-0.024957448,0.146135795,0.165847687,-0.357691749,0.683314163,0.017920189,0.256239329,-0.490392784,-0.795771517,-0.262289203,-0.302178358,-0.954747775,-0.94101527,188.9576275,2.29633364,24.99769567,27.65616163,4.743508401,4.907240986,0.086061326,0.146366197,normal
254.3189473,0.520223297,-4.788868553,7.8989627,1.820814333,2.161785667,2.401064,-1.033577667,-0.124019798,-0.745736404,-0.182503101,0.146539,0.105849894,0.114409274,-4.3185334,7.231038394,-0.204014723,0.604717311,0.521003111,-0.076539433,-0.205935276,-0.257251121,29.63971042,73.07538711,180.186699,2.175927758,20.29394071,21.80915452,4.257961642,4.409865956,0.061784512,0.252086285,normal
282.8849033,0.318652263,-7.717704733,7.017116933,1.928249333,2.281196333,2.005045,1.478756333,-0.18473015,-0.588508276,-0.506790466,-0.359106094,-0.21366359,-0.240207716,-0.992694953,-0.187650456,0.064358807,0.492547442,-0.697585354,-0.980662368,-0.372299281,-0.398768968,-0.637670256,-0.778776078,173.3209473,2.250330012,17.44537384,18.14062626,3.532396661,3.644583262,0.114157496,0.115669122,normal
262.979806,0.241455923,-6.988906753,6.871714767,1.757356,2.116360667,1.957199,1.500616667,-0.178709999,-0.495960281,-0.704497986,-0.432693799,-0.311471602,-0.370161061,-0.685602134,0.057308701,0.060447874,0.272358439,-0.471399705,-0.801944657,-1.202190892,-1.146512138,-1.054480932,-1.413162526,184.254719,2.087203855,17.57066108,17.41627538,2.849901141,2.913338906,0.102923131,0.076358346,normal
272.071092,0.26203929,-10.51021502,8.632378767,2.033759,2.38739,2.007354333,1.549874333,-0.179330921,-0.447867683,-0.499434403,-0.489046704,0.07775197,0.097966935,-0.383013286,-0.213325294,-0.336983452,0.37112793,-0.974758334,-0.757673773,-1.205606326,-1.199591771,-1.123579526,-0.684709359,183.4904397,2.097127432,18.54198486,16.88837216,4.187756778,4.29997594,0.103026525,0.08456111,normal
283.1719987,0.180128293,-7.93648351,5.7443994,1.951512,2.308422333,1.960153333,1.504719667,0.094318439,-0.483894075,-0.886164041,-0.119954888,0.168482955,0.188729622,-0.638168567,0.192777313,0.444663554,0.139620018,-0.130632099,-0.747086902,-0.442875535,-0.473384132,-0.808255439,-1.54605865,185.4781159,1.935459258,16.01467323,15.18707741,4.819015165,4.986196394,0.094147979,0.209833165,normal
285.038056,-0.40657333,-2.293368947,3.391910233,1.779846667,2.122154333,1.743036,1.669467,-0.195336256,-0.418485812,-1.661030187,1.342047037,0.02753018,0.015529111,0.01374495,0.725805411,-0.28195924,0.830530563,3.191492782,1.727276641,-0.023608672,-0.073401254,-1.440375886,-0.862523892,183.5514094,2.129180223,9.380050903,8.061732163,3.553240003,3.676463486,0.086834619,0.162408307,normal
291.3064987,-0.476906697,-0.728436607,2.263430467,1.750828333,2.085258333,2.131215333,0.747744333,-0.06454846,-0.525447713,-1.618414652,2.585178984,-0.200042719,-0.207719872,-0.46811502,0.635413431,0.289293118,0.148123267,5.609557656,7.359308453,-1.318678891,-1.290756277,-0.885342676,-1.455971306,171.1763875,1.93199633,4.434270516,4.951427588,3.345475879,3.43003593,0.210125086,0.611081827,normal
259.5824653,-0.040314273,-4.545913323,0.597942433,1.822810333,2.175346,2.015741333,1.577018667,-0.095595768,-0.426189214,-1.809850882,-0.022362281,0.100317525,0.128488005,0.248776803,1.140116724,-0.245989817,0.606243582,3.055439131,1.299065492,-0.678148603,-0.698230538,-1.311901217,0.529681876,187.8894401,2.240576017,13.60382485,15.41922455,4.928109359,5.083693933,0.1000069,0.190811327,normal
255.515182,0.350389453,-4.1031196,9.340302167,1.807225,2.164743,2.170599333,1.595962667,-0.146974774,-0.460744881,-0.628997219,0.125699881,0.005991885,0.002749423,-0.31399623,0.550987499,-0.190615573,0.149854212,0.169874673,-0.000466949,-0.304214383,-0.343950748,-1.607022591,-0.922805146,188.0945498,2.032038144,18.70667752,19.92046916,3.961557746,4.098459523,0.177458569,0.156213366,normal
245.562282,0.678046953,-6.547991853,10.22749557,1.853472333,2.207733,2.251433667,1.266445,-0.073799126,-0.520690202,-0.601327773,-0.397677805,-0.277340098,-0.284410588,0.438495309,-0.547335643,-0.014325227,0.120209089,-0.876220669,-0.984276995,-1.186158639,-1.163317268,-0.170699922,-0.542693764,185.0669716,2.050441673,20.63479153,20.41656658,3.288401453,3.369707945,0.210238366,0.286473593,normal
231.7342347,0.795559983,-3.9803149,7.231024567,1.466983,1.814757,1.983988333,0.837947,-0.124986227,-0.399739964,-0.088751574,0.023309448,0.218475052,0.243871653,1.270064679,-0.464146062,-0.112552539,-0.001192025,-0.620927158,-0.691014373,-0.759740913,-0.769817016,-0.01163957,-1.226989276,192.308399,2.260347995,23.89660013,24.5311171,4.823008702,4.971465851,0.121583512,0.131079918,normal
272.597696,0.45932247,-8.29277464,6.0804579,1.759262667,2.116565667,2.039031667,0.792629667,-0.122033831,-0.477550931,-0.552814787,-0.236206056,-0.021192628,-0.016014459,0.584225666,0.016779906,-0.152021929,0.036943546,-0.571669188,-1.120746681,-0.277250232,-0.327342631,-1.244017749,-1.468265509,186.4056213,2.102096382,16.90584024,17.66237149,4.375349386,4.5337577,0.162932128,0.14951257,normal
266.56847,0.44173871,-9.93403031,4.476626433,1.757779,2.127601333,2.050571667,0.828275333,-0.136502934,-0.365657828,-0.45999567,-0.067709676,-0.246051591,-0.280867377,0.494722234,-0.450656091,-0.167301331,0.430855013,-0.706479679,-1.280885673,-1.041070778,-1.017766466,-1.318238477,-1.00231983,176.7042989,1.943276796,17.11436878,18.2788652,3.074486783,3.156108615,0.155621484,0.146336339,normal
294.5123073,0.21829547,-3.450241743,1.946769567,1.810267333,2.127345,2.083541,0.713857,-0.011943227,-0.485130123,-1.010754308,0.058458811,0.140202076,0.162958028,0.003834459,0.569979429,-0.374284618,0.226783663,0.845101364,-0.814900939,-0.956249254,-0.956458158,-1.827776777,-0.234486837,171.453568,2.075351457,14.18866737,16.63485722,4.550829484,4.689572632,0.185990925,0.117907688,normal
267.9558487,0.447741913,-6.312223733,4.669974533,1.597043333,1.948658,2.097265667,0.814449,-0.074371101,-0.604596286,-0.908195689,-0.002823857,0.163591087,0.182618811,0.996404966,0.278344319,-0.086617007,0.409110987,0.109464404,-1.070174627,-0.379646779,-0.403044603,-0.554805107,-1.041045312,169.5798992,2.134045392,16.11572309,16.89007989,5.005426122,5.164255713,0.234722623,0.220559995,normal
244.5097993,0.89506161,-4.76393548,6.4085409,1.813823333,2.177578333,2.268818,0.020638,-0.145932591,-0.426257834,-0.167127421,0.130046296,-0.157394843,-0.178920137,-0.449315333,-0.548902311,-0.210080747,-0.018383469,-0.577267768,-0.821469132,-0.305110732,-0.336058132,-1.182848765,-1.679472136,175.1552354,2.12968963,23.50025377,23.87826217,3.63598162,3.751808907,0.193169015,1.367619412,normal
286.330404,0.259039737,-10.4089387,4.654367633,1.748307667,2.110396667,2.057213667,-1.499288333,-0.005752705,-0.548037577,-0.439802466,-0.115381254,-0.210185415,-0.228264372,-0.923373073,0.418471749,-0.166559058,0.204013297,-0.500875947,-1.301467117,-1.314882043,-1.270663215,-0.748479891,-1.387438158,184.9268983,1.989511865,17.04134698,18.72489539,3.366972832,3.448448286,0.135531481,0.107441607,normal
298.8186733,0.208433097,-5.304236667,8.480153067,2.007292,2.368381667,2.024041667,-1.643649333,-0.151345411,-0.742262475,-0.987383528,-0.227612404,0.169953428,0.196113075,-0.701232421,0.360776339,-0.182354768,0.483045162,0.28153499,-0.770763261,-0.910680086,-0.910595228,-1.241882588,0.213545639,177.884606,2.322572239,16.41533579,14.29669956,4.976302362,5.118704337,0.149367209,0.0687737,normal
289.966628,0.057040007,-7.8677426,6.937584,1.752139,2.103981,2.092771333,-1.602013667,-0.072495861,-0.488264782,-0.769294856,-0.125551049,0.07305673,0.087174108,-1.81109833,0.63526034,-0.118539469,0.084342559,-0.251353346,-0.916200728,-0.392675376,-0.417932699,2.162737351,-0.585400926,172.3395102,2.054173656,17.2468037,15.5548584,5.115913665,5.287234819,0.106054131,0.135967145,normal
274.0330407,0.231164603,-5.84336873,6.524992033,1.880995333,2.240155333,2.107094333,-1.602148,-0.294595544,-0.775787691,-0.998202322,-0.094340062,-0.248767103,-0.274620589,-2.0414829,0.83641065,0.590842152,0.856392352,0.321624478,-0.766948503,-0.353649062,-0.384061475,4.241149411,-1.03107114,181.4817945,1.993453544,16.42617926,14.76871285,3.591199888,3.708546225,0.092213136,0.163045954,normal
294.751868,0.003858867,-4.81456858,7.728450667,1.563334,1.907657333,2.033577667,-1.637608,-0.303489071,-0.487678067,-0.976153443,-0.040004229,-0.104293818,-0.122993826,-0.504507501,0.30665797,0.942864604,0.132795614,0.462527606,-0.983138697,-1.426510581,-1.392746411,-1.428021021,-0.991382609,182.7174869,2.014781141,15.8360008,14.14461009,3.474112012,3.557406423,0.13102867,0.187200406,normal
278.4349133,0.15653712,-5.432309037,8.314190833,1.858273333,2.223419,2.044946333,-1.532358667,-0.073945977,-0.515912642,-0.885085604,-0.240374928,0.132295516,0.155916209,0.096501676,0.743627222,-0.158814392,0.551712122,0.129318237,-0.970440334,-1.071824877,-1.078785461,-1.680144778,-0.709746974,170.4795177,2.017178063,16.62726764,15.03625794,4.849050731,4.987670769,0.160073636,0.087693005,normal
282.310926,0.22301316,-6.559331843,6.400937433,1.707603,2.078727667,2.266119667,-1.562806667,0.095464929,-0.476958002,-1.010175429,0.033828858,0.192021209,0.212443865,0.77576794,0.05492345,-0.036948109,0.427330065,0.585195225,-0.777074286,-0.256429347,-0.285627161,-0.687221141,-1.442494824,182.3512887,1.958421579,15.56342151,14.55852292,5.00934726,5.176920108,0.050499023,0.182889668,normal
246.7588913,0.503926117,-5.326508767,9.7293018,1.694821333,2.077837333,2.281072667,-0.833823,-0.210432477,-0.671538824,-0.74207431,-0.131112751,-0.104555419,-0.122064964,0.907049457,-0.863262057,-0.285981278,0.872114081,-0.540973748,-0.614811686,-0.139806232,-0.190000417,-0.741353852,-1.087578679,188.4518387,2.113019194,22.12830455,19.31503249,3.66138482,3.790277056,0.324507167,0.605599874,normal
217.5229,1.10906564,-8.610506777,11.68938187,1.812189,2.228299,2.089657,-0.416402,-0.142767127,-0.52869022,0.053603747,-0.217100802,-0.337526683,-0.36866196,0.368643377,-1.379532272,-0.312270139,0.327103218,-0.91924951,-0.903727119,-1.174216174,-1.130748353,-1.174270219,0.386849866,185.2093176,2.132067445,29.11902527,29.13962172,3.098672864,3.172087515,0.033821868,0.16565143,normal
299.4408073,0.097782167,-4.151470913,5.1377035,1.487192333,1.842552,2.023491667,-0.424511,0.137248963,-0.249482645,-0.943330458,-0.187577997,-0.130768366,-0.11548738,0.3169009,-0.909576449,0.100877631,0.404549805,0.697739787,-0.641200556,0.58906113,0.568165329,-1.083462107,-0.636561756,170.1951486,2.099123792,14.35910032,15.56404063,6.052316777,6.203010391,0.063231607,0.149411573,normal
316.905726,-0.049746183,-1.382453867,2.629954267,1.365826,1.689946667,1.997191333,-0.439951333,0.03801857,-0.496474078,-0.754290113,-0.037104618,0.114621041,0.130377543,0.165955327,0.758182462,-0.184579355,0.16930417,1.336286368,-0.684557005,-0.110734815,-0.131131538,-0.68588852,-1.2227904,179.70079,2.086057759,11.55492721,14.46540019,6.003140503,6.182928901,0.085025776,0.133965211,normal
303.412414,-0.01586907,-2.546506567,2.252776267,1.816186667,2.168130667,2.042307,-0.461369667,-0.077028121,-0.519569813,-0.957970313,-0.127045181,-0.166074568,-0.189602744,-0.398295617,-0.614176692,-0.263679674,0.190393897,1.3787187,-0.783684116,-0.048065519,-0.034860508,-1.596485856,-0.528997024,187.1700036,2.166699034,13.38292444,16.12077994,4.47212575,4.595852939,0.115150724,0.143261622,normal
299.584194,0.10464675,-6.4070833,3.7884904,1.765407333,2.121755333,2.280659333,-0.620624333,-0.068151186,-0.462114536,-0.929127142,-0.098610792,-0.161925454,-0.17861902,0.123928008,1.549882454,-0.210465633,-0.251371257,0.444369234,-0.710531651,-1.396878399,-1.368213185,-1.356686873,1.15518997,192.3069306,2.166034417,15.64626184,16.31257742,3.801919709,3.888813999,0.133978923,0.133846109,normal
308.3885567,0.1333794,-7.45664471,4.594598733,1.580399333,1.921627667,2.179602,1.309872667,-0.102685293,-0.108247438,-0.81363712,-0.096052062,0.294724742,0.322676108,0.643698594,-2.849455988,0.522442205,-0.014298292,0.057316149,-0.977554698,-0.935242745,-0.946666523,-0.878480579,7.62479916,189.5219224,2.031717912,15.68302328,16.14144725,4.519545704,4.662193234,0.183068699,0.605355086,normal
295.7084413,0.40785769,-7.164607853,5.688052433,1.870889,2.224698667,2.039466333,1.549333,-0.326803779,-0.408165363,-0.783271042,-0.40597161,0.094961397,0.11129264,-0.242766181,0.400666033,0.413853418,0.13274816,0.138979509,-0.956048118,-1.140390297,-1.156942028,-0.969127394,-1.14479052,187.8454753,1.980687975,16.45342656,17.58153103,4.428421582,4.59059131,0.086413601,0.212985219,normal
299.105904,0.096068837,-4.612036613,6.830627,1.761068667,2.121351333,2.073594333,1.599734333,-0.054586499,-0.4783455,-1.032597298,-0.457797082,-0.059533836,-0.05472254,-0.048655725,-0.167121545,-0.151165193,0.148960154,0.395904827,-0.680227717,-1.121059733,-1.104112838,-1.622363345,-1.411848202,205.5897234,2.12713,16.92489106,16.5194422,2.900442792,3.021118465,0.083144793,0.088195933,normal
256.1371727,0.600423213,-4.519088357,8.859230633,1.663843333,2.019996333,1.980377667,1.523111333,0.109450145,-0.565420071,-0.146287385,-0.322584765,0.104002458,0.123027736,-0.066504054,-0.490770796,0.339872511,0.447762504,-0.569562061,-0.726165465,-1.182393236,-1.178519793,-1.0707736,-1.343504251,182.5891129,2.310457202,23.5783983,24.37497099,2.831626869,2.934524957,0.088001131,0.16861438,normal
265.850622,0.18098556,-7.144956443,1.678811833,1.792256333,2.139817,1.811881333,1.536965,-0.016550263,-0.606390961,-0.572466511,0.266172984,0.302706098,0.338682122,0.140832631,-0.091608687,-0.205058179,0.728299561,-0.123840546,-0.94200688,-0.757426153,-0.76647907,-1.298242691,-1.343563147,188.0307137,2.009920396,13.52263449,15.86131285,4.181765232,4.328420193,0.04121872,0.161050628,normal
169.8666667,-0.45031,-24.12353333,12.73091,6.094066667,6.571233333,1.7883,1.7681,1.293262574,-1.597091747,0.766259534,0.194309793,0.732873953,0.499495981,0.0,0.0,,,,,,,,,59.75902638,1.46130594,17.20201388,13.19690004,2.765877903,2.955289462,2.72e-16,2.72e-16,normal
